Alan;Allinson;I;Australia;1;3;5;C
Philip;O'Neill;I;Australia
Kathryn;Zealand;T;Australia
Christa;Deinlein;I;Austria
Ricky;Regner;T;Austria
Ivan;Antsipau;I;Belarus;C
Rawlinson Medeiros;Ibiapina;T;Brazil
Daniela;Ivanova;T;Bulgaria
Assen;Kyuldjiev;I;Bulgaria
Xuewei;Cao;I;China
Chuanyong;Li;I;China;C
Feng;Song;T;China;C
Chenghou;Tu;I;China
Nien;Cheng-Hsun;T;Chinese Taipei;2;4
Hsien-chung;Kao;T;Chinese Taipei;1;3;5
Stanislav;Panos;I;Czech Republic
Dagmar;Panosova;T;Czech Republic
Nicolas;Chevalier;T;France
Patrick;Soudan;I;France
Teimuraz;Gachechiladze;T;Georgia
George;Laskhishvili;I;Georgia
Florian;Ostermaier;T;Germany
Horst;Bittner;I;Germany;4
Judit;Illy;T;Hungary
Zsuzsanna;Rajkovits;I;Hungary
Jong;Tan;T;Indonesia
Dina;Izadi;I;Iran
Francisco;Swaminathan;T;Kenya
ByungHoon;Chung;I;Korea
Hong;Jung;T;Korea;C
Chan Oong;Park;I;Korea
Gavin;Jennings;I;New Zealand;United Kingdom;C
Francis;Ekwenta;I;Nigeria
Uno;Uno;T;Nigeria
Władysław;Borgieł;I;Poland
Andrzej;Nadolny;T;Poland
Olga;Inisheva;T;Russia
Valentin;Lobyshev;I;Russia;C
Joy;Tan;T;Singapore
Ye;Yeo;I;Singapore
Tomáš;Bzdušek;T;Slovakia;Austria
František;Kundracik;I;Slovakia;C
Martin;Plesch;I;Slovakia;Czech Republic;2;4;C
Rok;Capuder;T;Slovenia
Mattias;Andersson;I;Sweden
Kim;Freimann;I;Sweden;C
Samuel;Byland;I;Switzerland;C
Ilana;Massarek;T;Switzerland
Andreas;Vaterlaus;I;Switzerland
Prapun;Manyum;T;Thailand
Nirut;Pussadee;I;Thailand
John;Balcombe;I;United Kingdom;C
Kreso;Zadro;I;Croatia;C
Ilya;Martchenko;I;Switzerland;Russia;C
Metin;Tolan;I;Germany;1;4;5
Heinz;Kabelka;I;Austria;C
Carsten;Geckeler;I;Germany
Andreas;Kratzer;I;Germany;1
Michael;Sinzinger;I;Germany;1
Rita;Wodzinski;I;Germany;1;5
Angela;Foesel;I;Germany;1;2
Eugen;Voit;I;Germany;Switzerland;1;5
David;Wharam;I;Germany;4;5
Matthias;Theis;I;Germany;1;4;5
Karl;Heller;I;Germany;1;4;5
Raimund;Girwidz;I;Germany;1;2;3;4
Juergen;Durst;I;Germany;1;2;3
Benjamin;Obert;I;Germany;2;3;4;5
Hermann;Klein;I;Germany
Othmar;Marti;I;Germany;Switzerland
Peter;Reineker;I;Germany;1;5
Martin;Leonhard;I;Germany;1;2;3;4
Michael;Gierling;I;Germany;1;2;3;5
Davor;Stolcic;I;Germany;1;2;3;5
Patrick;Kerner;I;Germany;4;5
Klaus;Roeller;I;Germany;1
Matthias;Mueller;I;Germany;4
Fabian;Buehler;I;Germany

# Reserve (wollen sich lieber um Team kümmern);;;;;;;
Kirsten;Stadermann;T;Netherlands;1;2;3
Kent;Hogan;T;New Zealand
Steve;Adams;T;United Kingdom
